Effect,ReferenceLevel,ComparedLevel,Contrast,Estimate,SE,N,PersonaGroup,UserCountry3,PersonaCluster,PersonaNationality,NeutralEstimate,NeutralSE,NeutralN,DifferenceFromNeutral,AbsDifferenceFromNeutral
Age,Elderly,Young,Young - Elderly,-0.467749168968981,0.0702321112156907,160,East_Chinese,CHN,East,Chinese,-0.422750889354498,0.0722428056158425,160,-0.044998279614483,0.044998279614483
Age,Elderly,Young,Young - Elderly,-0.392315873159438,0.0731901202846177,160,East_Emirati,ARE,East,Emirati,-0.422750889354498,0.0722428056158425,160,0.03043501619506,0.03043501619506
Age,Elderly,Young,Young - Elderly,-0.372870994451352,0.0735119058167122,160,East_HongKonger,HKG,East,HongKonger,-0.422750889354498,0.0722428056158425,160,0.049879894903146,0.049879894903146
Age,Elderly,Young,Young - Elderly,-0.529261250548681,0.0675955121307394,160,East_Indian,IND,East,Indian,-0.422750889354498,0.0722428056158425,160,-0.106510361194183,0.106510361194183
Age,Elderly,Young,Young - Elderly,-0.595917387721825,0.0640720608768037,160,East_Indonesian,IDN,East,Indonesian,-0.422750889354498,0.0722428056158425,160,-0.173166498367327,0.173166498367327
Age,Elderly,Young,Young - Elderly,-0.478707034625279,0.0696034828290423,160,East_Japanese,JPN,East,Japanese,-0.422750889354498,0.0722428056158425,160,-0.055956145270781,0.055956145270781
Age,Elderly,Young,Young - Elderly,-0.63624397516033,0.0615852160151976,160,East_Korean,KOR,East,Korean,-0.422750889354498,0.0722428056158425,160,-0.213493085805832,0.213493085805832
Age,Elderly,Young,Young - Elderly,-0.435612641695031,0.0716322507160493,160,East_Malaysian,MYS,East,Malaysian,-0.422750889354498,0.0722428056158425,160,-0.012861752340533,0.012861752340533
Age,Elderly,Young,Young - Elderly,-0.520636129491337,0.0681067609836944,160,East_SaudiArabian,SAU,East,SaudiArabian,-0.422750889354498,0.0722428056158425,160,-0.097885240136839,0.097885240136839
Age,Elderly,Young,Young - Elderly,-0.465290363753398,0.0705467193239677,160,East_Taiwanese,TWN,East,Taiwanese,-0.422750889354498,0.0722428056158425,160,-0.0425394743989,0.0425394743989
Age,Elderly,Young,Young - Elderly,-0.639014674019629,0.0614022074173145,160,West_American,USA,West,American,-0.422750889354498,0.0722428056158425,160,-0.216263784665131,0.216263784665131
Age,Elderly,Young,Young - Elderly,-0.626783642764784,0.0621938162081802,160,West_Australian,AUS,West,Australian,-0.422750889354498,0.0722428056158425,160,-0.204032753410286,0.204032753410286
Age,Elderly,Young,Young - Elderly,-0.599448490320557,0.0637674923301219,160,West_Brazilian,BRA,West,Brazilian,-0.422750889354498,0.0722428056158425,160,-0.176697600966059,0.176697600966059
Age,Elderly,Young,Young - Elderly,-0.542724720306406,0.0669680348694196,160,West_British,GBR,West,British,-0.422750889354498,0.0722428056158425,160,-0.119973830951908,0.119973830951908
Age,Elderly,Young,Young - Elderly,-0.537641848321952,0.067114285006208,160,West_Canadian,CAN,West,Canadian,-0.422750889354498,0.0722428056158425,160,-0.114890958967454,0.114890958967454
Age,Elderly,Young,Young - Elderly,-0.727789603181325,0.0546184129935498,160,West_German,DEU,West,German,-0.422750889354498,0.0722428056158425,160,-0.305038713826827,0.305038713826827
Age,Elderly,Young,Young - Elderly,-0.592760628700667,0.0636662026459183,160,West_Italian,ITA,West,Italian,-0.422750889354498,0.0722428056158425,160,-0.170009739346169,0.170009739346169
Age,Elderly,Young,Young - Elderly,-0.42228921726154,0.0722894744008257,160,West_Polish,POL,West,Polish,-0.422750889354498,0.0722428056158425,160,0.000461672092957999,0.000461672092957999
Age,Elderly,Young,Young - Elderly,-0.59434535713829,0.0641821339229089,160,West_Russian,RUS,West,Russian,-0.422750889354498,0.0722428056158425,160,-0.171594467783792,0.171594467783792
Age,Elderly,Young,Young - Elderly,-0.577633408080025,0.0650577300046218,160,West_Spanish,ESP,West,Spanish,-0.422750889354498,0.0722428056158425,160,-0.154882518725527,0.154882518725527
