Effect,ReferenceLevel,ComparedLevel,Contrast,Estimate,SE,N,PersonaGroup,UserCountry3,PersonaCluster,PersonaNationality,NeutralEstimate,NeutralSE,NeutralN,DifferenceFromNeutral,AbsDifferenceFromNeutral
Social Status,Low,High,High - Low,0.534177261815109,0.0683089015328971,148,East_Indian,IND,East,Indian,0.472094594156137,0.0725879721002153,148,0.062082667658972,0.062082667658972
Social Status,Low,High,High - Low,0.466128528641229,0.0712645516128717,148,East_Indonesian,IDN,East,Indonesian,0.472094594156137,0.0725879721002153,148,-0.00596606551490803,0.00596606551490803
Social Status,Low,High,High - Low,0.542680950238171,0.0671375869104697,148,East_Japanese,JPN,East,Japanese,0.472094594156137,0.0725879721002153,148,0.070586356082034,0.070586356082034
Social Status,Low,High,High - Low,0.521705321194609,0.0686344617305377,148,East_Korean,KOR,East,Korean,0.472094594156137,0.0725879721002153,148,0.049610727038472,0.049610727038472
Social Status,Low,High,High - Low,0.459565380578499,0.0735157218582406,148,East_Malaysian,MYS,East,Malaysian,0.472094594156137,0.0725879721002153,148,-0.012529213577638,0.012529213577638
Social Status,Low,High,High - Low,0.512989456476708,0.0691057673826381,148,East_SaudiArabian,SAU,East,SaudiArabian,0.472094594156137,0.0725879721002153,148,0.040894862320571,0.040894862320571
Social Status,Low,High,High - Low,0.422512835956957,0.0733938686333295,148,East_Taiwanese,TWN,East,Taiwanese,0.472094594156137,0.0725879721002153,148,-0.04958175819918,0.04958175819918
Social Status,Low,High,High - Low,0.511687759904922,0.0703659201583368,148,West_American,USA,West,American,0.472094594156137,0.0725879721002153,148,0.039593165748785,0.039593165748785
Social Status,Low,High,High - Low,0.471742068669277,0.073059449222993,148,West_Australian,AUS,West,Australian,0.472094594156137,0.0725879721002153,148,-0.000352525486860045,0.000352525486860045
Social Status,Low,High,High - Low,0.383477506300583,0.0765148035148286,148,West_Brazilian,BRA,West,Brazilian,0.472094594156137,0.0725879721002153,148,-0.088617087855554,0.088617087855554
Social Status,Low,High,High - Low,0.499961641389309,0.0716640140129879,148,West_British,GBR,West,British,0.472094594156137,0.0725879721002153,148,0.027867047233172,0.027867047233172
Social Status,Low,High,High - Low,0.496726558347379,0.0714200168110579,148,West_Canadian,CAN,West,Canadian,0.472094594156137,0.0725879721002153,148,0.024631964191242,0.024631964191242
Social Status,Low,High,High - Low,0.46249301368469,0.0720901790629192,148,West_German,DEU,West,German,0.472094594156137,0.0725879721002153,148,-0.00960158047144705,0.00960158047144705
Social Status,Low,High,High - Low,0.647868674359699,0.062782264476355,148,West_Italian,ITA,West,Italian,0.472094594156137,0.0725879721002153,148,0.175774080203562,0.175774080203562
Social Status,Low,High,High - Low,0.57578614652465,0.0658682663711308,148,West_Polish,POL,West,Polish,0.472094594156137,0.0725879721002153,148,0.103691552368513,0.103691552368513
Social Status,Low,High,High - Low,0.530899855075851,0.0676634664583349,148,West_Russian,RUS,West,Russian,0.472094594156137,0.0725879721002153,148,0.058805260919714,0.058805260919714
Social Status,Low,High,High - Low,0.55847603322209,0.066532869023163,148,West_Spanish,ESP,West,Spanish,0.472094594156137,0.0725879721002153,148,0.086381439065953,0.086381439065953
Species,Pets,Humans,Humans - Pets,-0.678998785252151,0.0565313025332075,166,East_Chinese,CHN,East,Chinese,-0.656457860017811,0.0588479166517864,166,-0.0225409252343399,0.0225409252343399
Species,Pets,Humans,Humans - Pets,-0.76480401066042,0.049537232942542,166,East_Emirati,ARE,East,Emirati,-0.656457860017811,0.0588479166517864,166,-0.108346150642609,0.108346150642609
Species,Pets,Humans,Humans - Pets,-0.877327391395535,0.0372617231273032,166,East_HongKonger,HKG,East,HongKonger,-0.656457860017811,0.0588479166517864,166,-0.220869531377724,0.220869531377724
Species,Pets,Humans,Humans - Pets,-0.77398927749242,0.0487828109995614,166,East_Indian,IND,East,Indian,-0.656457860017811,0.0588479166517864,166,-0.117531417474609,0.117531417474609
Species,Pets,Humans,Humans - Pets,-0.716427296251521,0.0541343821821784,166,East_Indonesian,IDN,East,Indonesian,-0.656457860017811,0.0588479166517864,166,-0.05996943623371,0.05996943623371
Species,Pets,Humans,Humans - Pets,-0.715161530075549,0.0538964957442939,166,East_Japanese,JPN,East,Japanese,-0.656457860017811,0.0588479166517864,166,-0.0587036700577379,0.0587036700577379
Species,Pets,Humans,Humans - Pets,-0.800929709388881,0.0461787655100049,166,East_Korean,KOR,East,Korean,-0.656457860017811,0.0588479166517864,166,-0.14447184937107,0.14447184937107
Species,Pets,Humans,Humans - Pets,-0.777279910404536,0.0484490090768539,166,East_Malaysian,MYS,East,Malaysian,-0.656457860017811,0.0588479166517864,166,-0.120822050386725,0.120822050386725
Species,Pets,Humans,Humans - Pets,-0.764804010660419,0.049537232942542,166,East_SaudiArabian,SAU,East,SaudiArabian,-0.656457860017811,0.0588479166517864,166,-0.108346150642608,0.108346150642608
Species,Pets,Humans,Humans - Pets,-0.712144831634354,0.0535981881794832,166,East_Taiwanese,TWN,East,Taiwanese,-0.656457860017811,0.0588479166517864,166,-0.055686971616543,0.055686971616543
Species,Pets,Humans,Humans - Pets,-0.762655656941156,0.0503189965830489,166,West_American,USA,West,American,-0.656457860017811,0.0588479166517864,166,-0.106197796923345,0.106197796923345
Species,Pets,Humans,Humans - Pets,-0.805516463643733,0.0461967133050707,166,West_Australian,AUS,West,Australian,-0.656457860017811,0.0588479166517864,166,-0.149058603625922,0.149058603625922
Species,Pets,Humans,Humans - Pets,-0.765976645020039,0.0501533319457175,166,West_Brazilian,BRA,West,Brazilian,-0.656457860017811,0.0588479166517864,166,-0.109518785002228,0.109518785002228
Species,Pets,Humans,Humans - Pets,-0.900962012796498,0.0336149118237301,166,West_British,GBR,West,British,-0.656457860017811,0.0588479166517864,166,-0.244504152778687,0.244504152778687
Species,Pets,Humans,Humans - Pets,-0.781641780595707,0.0479904659730918,166,West_Canadian,CAN,West,Canadian,-0.656457860017811,0.0588479166517864,166,-0.125183920577896,0.125183920577896
Species,Pets,Humans,Humans - Pets,-0.81432300426217,0.0447594434722208,166,West_German,DEU,West,German,-0.656457860017811,0.0588479166517864,166,-0.157865144244359,0.157865144244359
Species,Pets,Humans,Humans - Pets,-0.933643236462961,0.0278085382852278,166,West_Italian,ITA,West,Italian,-0.656457860017811,0.0588479166517864,166,-0.27718537644515,0.27718537644515
Species,Pets,Humans,Humans - Pets,-0.850448702990633,0.04068673437407,166,West_Polish,POL,West,Polish,-0.656457860017811,0.0588479166517864,166,-0.193990842972822,0.193990842972822
Species,Pets,Humans,Humans - Pets,-0.739023520039255,0.0516729770605544,166,West_Russian,RUS,West,Russian,-0.656457860017811,0.0588479166517864,166,-0.0825656600214439,0.0825656600214439
Species,Pets,Humans,Humans - Pets,-0.834994380850287,0.0428305559451043,166,West_Spanish,ESP,West,Spanish,-0.656457860017811,0.0588479166517864,166,-0.178536520832476,0.178536520832476
