PersonaGroup,UserCountry3,PersonaCluster,PersonaNationality,PersonaEuclideanDistanceToHuman,PersonaRMSEToHuman,PersonaMeanAbsoluteDifferenceToHuman,ComparedEffectsPersona,BaselineEuclideanDistanceToHuman,BaselineRMSEToHuman,BaselineMeanAbsoluteDifferenceToHuman,ComparedEffectsBaseline,EuclideanDistanceImprovement,RMSEImprovement,MeanAbsoluteDifferenceImprovement,H2SupportedByEuclidean,H2SupportedByRMSE
East_Chinese,CHN,East,Chinese,0.542719276271599,0.180906425423866,0.161269698245119,9,0.816338823016558,0.272112941005519,0.214482108761299,9,0.273619546744959,0.0912065155816531,0.0532124105161803,TRUE,TRUE
East_Indonesian,IDN,East,Indonesian,0.56629667304245,0.188765557680817,0.176973283654441,9,0.795464083473118,0.265154694491039,0.228554917650188,9,0.229167410430667,0.0763891368102224,0.0515816339957471,TRUE,TRUE
East_Taiwanese,TWN,East,Taiwanese,0.671763529620465,0.223921176540155,0.189788249886203,9,0.812915889735464,0.270971963245155,0.225003427713523,9,0.141152360114999,0.0470507867049997,0.0352151778273193,TRUE,TRUE
East_Indian,IND,East,Indian,0.661418559318897,0.220472853106299,0.195506961696594,9,0.79654698523412,0.265515661744707,0.222876173935745,9,0.135128425915223,0.0450428086384077,0.0273692122391506,TRUE,TRUE
East_Japanese,JPN,East,Japanese,0.582386843281813,0.194128947760604,0.180938987060255,9,0.705532986594051,0.235177662198017,0.199587459935745,9,0.123146143312238,0.0410487144374128,0.0186484728754894,TRUE,TRUE
East_HongKonger,HKG,East,HongKonger,0.648104900801372,0.216034966933791,0.192072551368063,9,0.757042350296066,0.252347450098689,0.210517169841633,9,0.108937449494694,0.0363124831648981,0.0184446184735701,TRUE,TRUE
East_Korean,KOR,East,Korean,0.615512703997793,0.205170901332598,0.190237856658309,9,0.721504060100057,0.240501353366686,0.201277691157967,9,0.105991356102263,0.0353304520340877,0.0110398344996581,TRUE,TRUE
East_Malaysian,MYS,East,Malaysian,0.687761789533697,0.229253929844566,0.207246416492594,9,0.778054198318112,0.259351399439371,0.220918938539077,9,0.0902924087844148,0.0300974695948049,0.0136725220464835,TRUE,TRUE
East_SaudiArabian,SAU,East,SaudiArabian,0.677449136231662,0.225816378743887,0.20812120523486,9,0.73172131115435,0.243907103718117,0.208330149000521,9,0.0542721749226885,0.0180907249742295,0.000208943765661301,TRUE,TRUE
East_Emirati,ARE,East,Emirati,0.754360862126362,0.251453620708787,0.245185030686837,9,0.761129225099047,0.253709741699682,0.214785065427966,9,0.00676836297268435,0.00225612099089478,-0.0303999652588716,TRUE,TRUE
West_British,GBR,West,British,0.530555830458271,0.17685194348609,0.172529193604257,9,0.806169087402304,0.268723029134101,0.225479877539077,9,0.275613256944033,0.0918710856480111,0.0529506839348199,TRUE,TRUE
West_Canadian,CAN,West,Canadian,0.547087031013421,0.18236234367114,0.177235970615685,9,0.808643288439785,0.269547762813262,0.22856129987241,9,0.261556257426364,0.0871854191421214,0.0513253292567258,TRUE,TRUE
West_Russian,RUS,West,Russian,0.587405182817924,0.195801727605975,0.174903328560202,9,0.810998557982918,0.270332852660973,0.228928170778299,9,0.223593375164994,0.074531125054998,0.054024842218097,TRUE,TRUE
West_Spanish,ESP,West,Spanish,0.572901549874418,0.190967183291473,0.161830632243701,9,0.791925325275427,0.263975108425142,0.226136449205744,9,0.219023775401009,0.0730079251336698,0.0643058169620427,TRUE,TRUE
West_Australian,AUS,West,Australian,0.629936382955535,0.209978794318512,0.185392262154008,9,0.80722149293105,0.269073830977017,0.227228470983521,9,0.177285109975515,0.059095036658505,0.0418362088295138,TRUE,TRUE
West_American,USA,West,American,0.648003876081885,0.216001292027295,0.191313162495216,9,0.820501438852056,0.273500479617352,0.232305543316855,9,0.17249756277017,0.0574991875900568,0.0409923808216388,TRUE,TRUE
West_Brazilian,BRA,West,Brazilian,0.821489946211877,0.273829982070626,0.232882954610234,9,0.962529898638015,0.320843299546005,0.265834647650188,9,0.141039952426138,0.0470133174753793,0.0329516930399542,TRUE,TRUE
West_Italian,ITA,West,Italian,0.671813663490522,0.223937887830174,0.186767257568415,9,0.797246821947937,0.265748940649312,0.226650699316855,9,0.125433158457415,0.0418110528191384,0.0398834417484399,TRUE,TRUE
West_German,DEU,West,German,0.658629474425395,0.219543158141798,0.181698630919842,9,0.749514390805399,0.249838130268466,0.209522422380189,9,0.0908849163800044,0.0302949721266681,0.0278237914603469,TRUE,TRUE
West_Polish,POL,West,Polish,0.816333280748951,0.272111093582984,0.237667106380313,9,0.840813095893286,0.280271031964429,0.231100780983521,9,0.024479815144335,0.00815993838144502,-0.00656632539679111,TRUE,TRUE
