PersonaGroup,UserCountry3,PersonaCluster,PersonaNationality,Age,Fitness,Gender,Intervention,Law,No. Characters,Relation to AV,Social Status,Species
East_Chinese,CHN,East,Chinese,0.331302522590647,-0.108115009963558,0.188393881687234,0.317510876605191,0.568123393316198,0.489278038109277,0.255301640459517,0.156167004143728,0.83356307979947
East_Emirati,ARE,East,Emirati,0.282693152518728,-0.159452177377357,0.281716250876019,0.260072773634943,0.6426735218509,0.794903675856626,0.443367781416517,0.12464628917071,0.877079695858613
East_HongKonger,HKG,East,HongKonger,0.102047059324507,0.0798009209243061,0.132583627372186,0.226917341184596,0.773778920308484,0.752548624496496,0.264743861918763,0.390615878576955,0.827338015703903
East_Indian,IND,East,Indian,0.245219193809168,0.0261861002224024,0.202725492955609,0.277142764615818,0.668380462724938,0.704846123496071,0.406120675302453,0.281917356890788,0.847315151096817
East_Indonesian,IDN,East,Indonesian,0.234177290869961,0.0094097072184382,0.341630428756383,0.237955067446849,0.609254498714655,0.622899786486407,0.334167649816502,0.367100292352858,0.74861149711043
East_Japanese,JPN,East,Japanese,0.261839581147487,-0.0745831234089451,0.213025186880439,0.302415988388453,0.696658097686377,0.578352070145142,0.449634714363442,0.28850093080525,0.807476290622237
East_Korean,KOR,East,Korean,0.230762412337517,-0.0723612139245179,0.330336957168423,0.27736803409958,0.676092544987147,0.622369138792945,0.415558117100115,0.246611329118052,0.821652022307621
East_Malaysian,MYS,East,Malaysian,0.0832677728517662,-0.0688816176043098,0.130435695044504,0.215376606669201,0.686375321336763,0.656100856580451,0.418742964935605,0.291219095310586,0.81837543542486
East_SaudiArabian,SAU,East,SaudiArabian,0.306722661564437,-0.0820085133528151,0.198470860129607,0.279567081027926,0.645244215938305,0.738277512812558,0.486905718785426,0.466257545804684,0.820275609826855
East_Taiwanese,TWN,East,Taiwanese,0.298300587497275,-0.0897041543994721,0.179094205187549,0.220273799169616,0.786632390745502,0.609521369860298,0.252123962116403,0.202092199423547,0.871109272417811
West_American,USA,West,American,0.327437015014074,-0.0201232248996108,0.3183336018146,0.291256392849001,0.688946015424166,0.5949125427204,0.385281350796092,0.343402694861913,0.788188361829061
West_Australian,AUS,West,Australian,0.283785830752438,-0.0909225895348891,0.163067737557315,0.268205043405307,0.663239074550129,0.518011308288129,0.321576427983644,0.209766410780831,0.839239709176183
West_Brazilian,BRA,West,Brazilian,0.319617012239045,-0.126905770119148,0.206242071310124,0.240152487277679,0.658097686375322,0.686601187151262,0.341126040472581,0.275699932153788,0.875570342178822
West_British,GBR,West,British,0.314281883532204,-0.0177321275675615,0.261609809577956,0.240800061791697,0.562982005141389,0.709185324655141,0.281812033435326,0.270825658434787,0.771593228236234
West_Canadian,CAN,West,Canadian,0.408731101402049,0.0323498956623323,0.291517802233521,0.261527042280447,0.596401028277635,0.708352781361807,0.296303170747834,0.225723096224003,0.821454598928301
West_German,DEU,West,German,0.246725658013222,-0.17212940371023,0.0993367360528286,0.23834310353544,0.730077120822624,0.574733119783201,0.413021710019526,0.272635962975691,0.827829323343644
West_Italian,ITA,West,Italian,0.199772098515248,-0.0887022949076665,0.151299330731803,0.28202078508915,0.730077120822624,0.577435686270125,0.34867312611376,0.445223961263666,0.704351999432188
West_Polish,POL,West,Polish,0.0953187877278173,-0.0937647115394433,0.207235623252515,0.281469612233664,0.724935732647816,0.594760258395026,0.4799305993138,0.290096556661745,0.780641593430111
West_Russian,RUS,West,Russian,0.372471365433821,-0.0322360690494776,0.173414540275406,0.306534282395139,0.593830334190232,0.56482893850722,0.391543504081433,0.385301869157645,0.830116595819086
West_Spanish,ESP,West,Spanish,0.162241552660729,0.111734687013432,0.249816693968509,0.332225810574247,0.61953727506427,0.537021255228475,0.257194386446791,0.223002286778109,0.727609280363287
